date,title,cPOS
2019.05.17,"{'몸풀기 훈련하는 KIA 타이거즈', '타구 놓치는 KIA 이창진[포토]', '[현장인터뷰]""빨리 뛰고싶다"" KIA 새 식구, 터커를 소개합니다', '타이거즈. 라이언스.어택커스 공동 1위', '김기태 감독이 최장수 2위…38년 타이거즈 감독사', ""KIA '6연패에서 탈출'[포토]"", 'KIA 박흥식 감독대행 ""공격적인 야구 지향, 소신껏 하겠다""', '[포토] KIA 타이거즈, 대전에서 연패 탈출...신고 드립니다~', '[포토] KIA 타이거즈, 박흥식 감독 대행 체재로... 연패 탈출!', '[KBO] 하위권 맴도는 기아, ‘문제는 방망이’', '한화, 19일 KIA전서 유사나 브랜드데이 실시', ""박흥식 KIA 타이거즈 감독대행 '승리갈망'"", '박흥식 대행 KIA타이거즈, 수석코치제 부활-터커 합류 효과볼까 [2019 프로야...', ""KIA 떠나는 김기태... '터질 게 한꺼번에 터진' 2019년"", '프로야구, 16일 경기 결과...기아 타이거즈 김기태 감독 사퇴', ""'3연승' 두산, SK 꺾고 단독 선두···'6연패 탈출' KIA, 박흥식 대행 첫승(..."", '두 번의 자진사퇴, 김기태 전 KIA 감독의 씁쓸한 퇴장', 'KIA 타이거즈, 새 외국인 타자 터커 계약 공식 발표 ‘총액 27만 달러’', 'K타이거즈 제로 오형균, 청소년 느와르 액션 영화 ‘퍼즐게임’ 캐스팅', ""김기태 감독의 '마지막 유산' KIA 차명진... 산뜻한 데뷔전"", '승리의 인사하는 KIA 타이거즈', '김기태 감독 떠난 KIA, 진짜 달라질 수 있을까?', '[SC현장속보]KIA 새 외인 타자 터커, 데뷔 타석에서 안타', '[사진]분위기 좋은 KIA', '7K 최고의 피칭…터너, KIA 6연패 탈출 이끈 역투', '기아타이거즈, 한화이글스 꺾고 6연패 탈출…터커 데뷔전 5타수 1안타', '[엠스플 현장] ‘첫 승’ 박흥식 감독대행 “KIA 팬들의 원정 응원이 큰 힘”', '[SC코멘트]\'연패 커터\' KIA 터너 ""오늘 자신 있었다""', '[SC현장리포트]터너의 역투, KIA 분위기 반전의 시작될까', '기아 타이거즈, 김기태 감독 교체...박흥식 감독대행 체제로 이번 시즌 간다', '김기태 사퇴, 한국시리즈 우승해도 KIA 감독은 못 버티는 자리'}",1
2019.05.18,"{""[야구전광판] '박흥식 대행 첫 승' KIA 6연패 탈출, 두산은 SK 꺾고 1위로"", 'KIA 김선빈, ""깊이 반성하고 성찰의 기회로 삼겠다""...사과 발언 들여다보니?', ""'김범수 호투' 한화, KIA 격파…6위 유지"", '기아타이거즈 류세미 치어리더, 부러움 자아내는 이기적 기럭지', '[포토] KIA 양현종, 타이거즈가 다시...', '[프로야구] 장수 잃은 KIA 첫 승…6연패 탈출', ""[스포츠타임 시선] '공격형이랬는데?' KIA 터커 수비부터 '존재감 뿜뿜'"", ""[대전 게임노트] '양성우 쐐기포+김범수 2승' 한화, KIA에 전날 패배 설욕"", '박흥식 대행이 콕 찝어낸 KIA 붕괴 이유 ""안일함과 자만심""', ""'7경기 만의 5득점' KIA 박흥식 표 공격야구의 비밀"", ""'그래도 아직은…' 2019년 KIA 운명, 여전히 베테랑에게"", ""[견제구] 시련의 KIA, '예비FA' 김선빈-안치홍의 미래는?"", ""'7K' 김범수, KIA 상대 5⅔이닝 2실점 호투…2승 요건"", '‘박흥식 대행 체제’ KIA, 터커와 반등 이룰까', '프로야구 중계, 19일 프로야구 경기 일정 및 선발...KIA 양현종', ""[SC핫포커스]구단이 중심 잡지 못하면 KIA에 '퍼거슨'이 와도 성공 못한다""}",1
2019.05.19,"{'양현종 2승 쾌투…KIA, 박흥식 체제서 위닝시리즈', '경기 준비하는 기아 코치진', '[KBO] ‘7이닝 무실점 역투’ 양현종, KIA 반등 이끌까', ""'속수무책 6회' 한화 김민우, KIA전 5⅓이닝 5실점"", '기아 타이거즈 양현종, 한화전 7이닝 무실점으로 에이스 증명', '\'데뷔 첫 4안타\' KIA 박찬호 ""힘들어도 엔돌핀 솟는다""', '눈물 쏟은 KIA 양현종 ""김기태 감독님, 좋은 추억 많이 만들어주셔서 감사""', '[김근한의 골든크로스] KIA 구해야 할 터커, 강력한 ‘레벨 스윙’에 주목하라', 'KIA, 프레스턴 터커와 ‘동행’', ""KIA, '양현종 역투'로 한화에 위닝시리즈…롯데는 키움에 스윕 당하며 4연패 ..."", ""'양현종 2승' KIA, 박흥식 감독 대행 이후 첫 위닝시리즈 달성"", '[스포츠타임 톡] \'울컥\' KIA 양현종 ""김기태 감독님, 수고하셨습니다""', '기아 승리', '기아 양현종 부활…4연속 퀄리티스타트', ""[스포츠타임 현장] '골반 부상' 호잉, 19일 KIA전 휴식…중견수 양성우"", ""'김기태의 마지막 유산' KIA 차명진 비상, 주자만루서 포크볼로 삼진잡는 대범..."", '양현종, 7이닝 무실점…KIA, 감독대행 체제 첫 위닝시리즈(종합)', '양현종, 7이닝 무실점…KIA, 감독대행 체제 첫 위닝시리즈', '출발 나쁘지 않은 KIA 터커, 헛스윙이 없다', '프로야구, 경기 결과...기아 타이거즈 양현종 승', ""육군 '드론타이거즈'가 떴다…적 제압도 '척척'"", ""'이지영 결승타·김하성 쐐기포' 키움, 첫 스윕… KIA 양현종은 2승"", 'KIA 영건이 박흥식 대행 체제에 안정을 찾은 이유', 'KIA, 코칭스태프 전면 개편 1군 수석코치 김민호', '승리 자축하는 KIA 타이거즈', '""설렁설렁 안 돼!"" KIA, 베테랑 각성 없으면 \'전면 리빌딩\''}",1
2019.05.20,"{'변화 선택한 KIA, 베테랑들 응답할까', 'KIA 박흥식 대행, 베테랑에 강력 경고 이유 ""돈값을 하라""', 'KIA ""그때와는 상황 다르다"" 설욕의 홈 6연전될까', '두산, 독주 채비 구축…롯데·KIA 탈꼴찌 경쟁', '새출발하는 KIA, 순위도약 노린다', '기아타이거즈 류세미 치어리더, 과즙미 톡톡 미모 눈길', 'KIA, 프레스턴 터커 계약', '‘득점권 타율 1할대 5인방’ 강민호 0.167 최저…KIA 중심타선 2명 포함', '[SC핫포커스]""우승 이후 안일하고 자만했다"" KIA는 달라질 수 있을까', ""기아타이거즈 치어리더 출신 김맑음, 만화 여주인공 같은 미모 눈길…'2D 비주..."", '기아에 덜미 잡힌 한화, 5할 도전 실패… 루징시리즈 기록', 'KIA 박흥식 대행 “악착같이 뛰는 모습 보여줘야”', ""[2019 프로야구 순위] 양현종 박찬호 인터뷰, KIA타이거즈 '파이어'"", ""박흥식 대행의 '경고', KIA 베테랑 각성으로 이어질까"", '‘LG내 득점 1위가 전체 31위’ KIA 1위는 23위…키움,상위권 독점'}",1
2019.05.21,"{'KIA 최형우, 4안타 맹타 ""타격폼 되돌리는 중""', ""KIA, 25일 KT전 '레이디스데이'로 개최"", 'KIA 이대진 코치, 김기태 감독 뒤따라 사퇴', '새판 짠 KIA 타이거즈, 반등 성공할까?', 'KIA 타이거즈, 25일 ‘레이디스 데이’ 개최', 'KIA ‘꼴찌싸움’ 기선 제압', 'KIA 영건 차명진도 선발데뷔...올해 10명째 선발투수 [오!쎈 현장]', '기로에 놓인 타이거즈 베테랑, 김기태는 이제 없다', '‘타선 폭발’ KIA, 롯데에 10-6 승리', '5개월 남은 기간. 차기 사령탑을 향한 KIA의 선택은', '기아 타이거즈, 이대진 투수코치도 사표 제출', '‘니가 꼴찌해라’ 롯데·KIA, 압승해야 반등 동력…감독 입지도 영향', '‘롯데·KIA, QS 비율 30%대 초반’ 한화, 46경기 중 고작 11차례', '97경기 남은 KIA, 가을야구 향한 반등 여지 있나', ""'최형우 4안타 3타점 맹타' KIA, 롯데에 10-6 승리"", ""'이재익 5이닝 1실점' 삼성 퓨처스팀, KIA전 승리…김주찬·나지완 출전"", 'KIA, 감독대행 체제 첫 연승…롯데전 4연패 늪에서도 탈출', 'KIA 박흥식 감독대행 ""승패 보다 분위기"" 체질개선 사활 [현장메모]', '[기아타이거즈 해부②] 경기 승패 타자는 결정할 수 있을까?', '프로야구, 경기 결과...광주 KIA 2연승-롯데 5연패', '박흥식 KIA타이거즈 감독대행 ""소통으로 원팀 만들겠다""', 'KIA, 롯데전 10-6 승리', 'KIA, 25일 ‘레이디스데이’ 개최', '[W베이스볼] 제9대 KIA 감독은 누가 될까?', '타이거즈 투혼의 상징 양현종, KIA 분위기 반전 키 쥐었다', '[SC핫포커스]""악착같은 모습 원해"" KIA 베테랑들에겐 주어진 시간이 얼마 남지...'}",1
2019.05.22,"{'""중간에서 잘하겠다"" KIA 29살 캡틴 안치홍의 첫 각오 [오!쎈 현장]', '[스포츠타임 와글와글]끝나버린 동행…KIA는 어디로 가나', '[엠스플 인터뷰] KIA 박찬호 “행복하게 잠이 들고 행복하게 깨어나요.”', 'KIA 김주찬·나지완 복귀, 두산 정수빈·롯데 박진형도 1군 등록', '영건 홈런에 베테랑 멀티안타...KIA 신구조화로 첫 3연승 [오!쎈 현장]', '김기태의 유산, 성적 내려놓고 리빌딩 올인하는 KIA', '미쓰에이 출신 민, K타이거즈 E&C에 새 둥지…""매력 발휘할 것""', 'KIA 포수 신범수, 데뷔 첫 투런포와 2호 투런포 폭발', '[스포츠1]롯데, 기아에 10대 6 패하며 5연패 수렁', ""KIA 신범수, 데뷔 1-2호 홈런 롯데전서 폭발…두 번 다 '역전 투런포"", ""기아타이거즈,25일 '레이디스 데이' 다양한 이벤트"", '롯데, 시즌 두 번째 꼴찌 추락…KIA에 연장 10회 5-6패배', '한승택 10회말 끝내기…KIA, 롯데 6연패 밀어넣고 꼴찌 탈출', ""수렁에 빠진 KIA 타이거즈… '야·알·못' 이화원 대표, 구원자 될까"", '\'기아 레전드\' 임창용, 구단 방출 통보에 서운 ""야구 계속할 거면 나가라고…...', '한승택 연장 10회 끝내기타...KIA 첫 3연승, 롯데 6연패[현장 리뷰]', 'KIA 하준영·박찬호… 타이거즈의 미래 될까', '전남 학생 氣 받은 기아, 롯데 누르고 3연승', '신범수 ‘투런포’ KIA, 롯데에 6-5 승리', 'KIA 박찬호 ""팀에 꼭 필요한 존재 될 터""', 'KIA 탈꼴찌의 전제 조건, 수비력을 다잡아라', '‘코리언 특급보다 더 핫한 KIA 박찬호’타율 0.341 팀내 1위…출루율 4할', ""[풀카운트] '4안타 각성' 최형우, KIA 반등 이끌까?"", '롯데-KIA, 서로여서 더욱더 간절한 위닝시리즈', '\'은퇴\' 임창용, KIA 방출 통보에 팀 떠났다 ""야구 계속할 거면 나가라고…""', '[SC현장코멘트]KIA 첫 3연승 이끈 투런 두방 신범수 ""그동안 죄송, 또 죄송""', 'KIA 새 캡틴 안치홍 """"솔선수범해 활기넘치는 팀 만들터""', '임창용 VS 김기태, KIA타이거즈 떠난 자들의 논란 2라운드?', '[SC현장스케치]어수선했던 전국구 인기구단 롯데-KIA의 민망한 탈꼴찌 전쟁', ""'박흥식 감독 대행 체제' KIA 타이거즈, 첫 연승"", '하준영-박찬호, KIA 리빌딩 중심에 서다', '시즌 중 선임된 ‘KIA 주장’ 안치홍 “이제 나부터 움직이겠다”', 'SK, 두산 밀치고 선두 등극…KIA, 롯데 6연패 몰아넣고 탈꼴찌(종합)'}",1
2019.05.23,"{""'오늘도 KIA가 이긴다' 최형우의 선제 솔로포"", '미쓰에이 출신 민, (주)K타이거즈 E&C와 전속계약…글로벌 활동 예약', '최형우, KIA의 스윕승을 이끌었다', '기아 박준표 역투, 최형우 홈런 두방 4연승...롯데 7연패', ""'사직 대참사' 맛봤던 KIA, 챔필서 '싹쓸이'로 완벽 설욕"", 'KIA타이거즈,“습지 보전 홍보” 24일 ‘람사르 데이’ 개최', ""기아(KIA) 타이거즈 '악화일로'...홍보인 출신 이화원 신임 대표 '위기'"", '""이렇게 좋아지다니"" 적장도 부러워한 KIA 젊은 불펜 [오!쎈 현장]', ""[SC핫포커스]'공인구 효과' 가장 손해 본 SK-KIA, 최대 이득은 0C?"", ""'7~9위' KT·삼성·KIA 연승 합창…'4연패' 한화는 6위 위태(종합)"", ""1군 무대… KIA 중고 신인·신인들엔 '기회의 땅'"", '4연승이 기쁜 KIA 양현종', '경기보는 KIA 박흥식 감독대행', '‘엘롯기,동반 가을야구 실패?’ LG, 5위 불안…KIA·롯데 꼴찌싸움', '박흥식 대행 체제 후 4승1패... KIA, 과연 달라진 걸까', 'KIA 선수단 핑크 유니폼 입는다', '""투구 버릇이 잡힌 것 같다"" KIA 윌랜드 회생 실마리?', '모처럼 살아나는 KIA에 ‘임창용 폭탄’', '기아타이거즈 신범수-삼성라이온즈 김도환-KT위즈 배제성, 난세영웅의 등장? ...', 'KIA 김선빈, 슬라이딩 도중 허리 근육통... 병원 검진 예정', 'KIA 박준표 1군 복귀… 불펜 사이드암 장착', '롯데전 싹쓸이한 KIA', 'KIA ""이겼다""', '엘롯기의 쌀쌀한 봄…LG는 5위 추락, KIA·롯데는 탈꼴찌 경쟁', 'KT, 2번째 대체 선발은 류희운…25일 KIA전 등판 유력', ""'마침내 1군 등록' 박준표... KIA 투수진 더 두터워졌다"", '2:1로 달아나는 KIA', '[SC현장스토리]KIA 타이거즈 새주장 안치홍 ""행동으로 솔선수범 할것""', '최형우 375일 만에 멀티 홈런…KIA 4연승 신바람', '‘문경찬, KIA 뒷문지기 우뚝’ 13경기 무실점 행진…ERA 1.35', ""'한승택 끝내기 안타' KIA, 롯데 6연패 밀어넣고 꼴찌탈출"", '역투하는 KIA 터너', ""'트로트 아이돌' 신유, KIA 타이거즈 승리기원 시구"", '홈베이스 밟는 KIA 터커', ""'최형우 홈런2방·터너QS' KIA, 롯데에 3-1승"", ""KIA 3대1로 롯데 꺾고 '4연승 질주'""}",1
2019.05.24,"{'[SC핫이슈]하위팀의 반란 이끈 KT-KIA 4연승서 충돌', ""LG-KIA, '강속구 불펜' 고우석-하준영 성장세에 방긋"", 'KIA 오늘은 ‘람사르 데이’', '최형우 이틀 연속 홈런 KIA 5연승', 'K타이거즈 제로, 본격 데뷔 프로젝트 시작 “다양한 콘텐츠 순차 공개”', ""[야구전광판] '하위권 반란' KIA·삼성·KT, 시원한 싹쓸이 승리!"", ""[2019 프로야구 순위] KT-삼성-KIA의 반란 'LG-한화 기다려!'"", '‘스윕승’ KIA-KT, 상승기류 탑승 놓고 맞붙는다', 'KIA 5연승·롯데 7연패 탈출…두산 4연패 수모(종합)', '왔습니다 왔어요, 젊고 싱싱한 KIA 포수가 왔어요', ""'최형우 결승포·최원준 5안타' KIA, KT 꺽고 5연승"", ""[데일리 포커스] KIA의 5연승을 만든 '호수비 2개'"", ""수렁 빠진 KIA 타이거즈...이화원 대표 '낙하산 인사' 비판"", 'J1P 미쓰에이 출신 민, K타이거즈 E&C와 전속계약', ""최형우, 375일 만에 멀티홈런 '쾅'…KIA 4연승 신바람"", '롯데, LG 제물 삼아 ‘7연패 탈출’…KIA ‘5연승 늦바람’', '[홍윤표의 휘뚜루 마뚜루]이대호, 김태균, 최형우 없는 롯데, 한화, KIA를 상...', ""기아타이거즈 치어리더 출신 김맑음, 치어리더 당시 영상 공개…'변함없는 미..."", '[사진]박경수에게 적시타 허용하는 KIA', ""'사흘 연속 퍼펙트' 문경찬, KIA가 그토록 원했던 '마무리'가 떴다"", '[프로야구] KIA 최형우, KT 알칸타라 상대 선제 투런포… 시즌 8호', '달라진 KIA, kt 알칸타라 넘고 파죽의 5연승', '타이거즈·라이온스 선두 유지', ""'성공한 KIA팬' 문경찬, 타이거즈 뒷문 책임진다"", ""[정오의 프리뷰] '나란히 4연승' KT-KIA, 상승세 이어갈 팀은?"", ""[사진]KIA 치어리더,'완벽 웨이브'"", 'KIA·삼성·kt 심상찮은 연승 바람…하위권 대반란 시작? 7연패 롯데만 예외'}",1
2019.05.25,"{""'양현종 8이닝 완벽투' KIA, KT 꺾고 파죽의 6연승"", ""KIA 김주찬, 개인 통산 1000득점에 '-4'"", ""'양현종 역투' KIA, 6연승 질주... 두산은 4연패 늪에서 탈출"", '프로야구, 기아 타이거즈 양현종 승...KIA 6연승', '미쓰에이 출신 민, J1P 떠나 K타이거즈 E&C 안착', ""'상전벽해' KIA 5연승… 중심에 '최형우'가 있었다"", ""KIA 김주찬, 1천 득점 고지 '보여요'…4개 남겨둬"", ""'양현종 8이닝 무실점' KIA, KT제압…6연승 행진"", ""[사진]KIA 치어리더,'깜찍하게'"", 'KIA 최형우 3천루타·김주찬 1천득점 달성 눈앞', '양현종 완벽투 KIA 6연승 질주', '양현종 8이닝 비자책…KIA, 6연승 질주 ‘20승 고지’', '‘감독만 바뀌었을 뿐인데’ 8할 승률 KIA, 5연승 질주', ""'5패 8.01→3승 0.77' KIA 에이스 양현종이 돌아왔다"", ""김주찬, KBO 통산 13호-KIA 역대 2호 1000득점에 '-4'"", 'J1P 미쓰에이 출신 민, K타이거즈 E&C와 손 잡아', ""KIA 최형우, 개인 통산 3000루타 달성에 '-6'"", 'KIA, 파죽의 6연승 질주···두산, 4연패 탈출', '김기태의 채찍, 박흥식의 당근, 5연승 상승세 타이거즈', ""[야구전광판] '환골탈태' KIA, 적수 없는 5연승…롯데 7연패 탈출"", 'quot 희생 강요 했어도 괜찮아 quot 임창용 김기태 감독 나와 비슷하다, KIA ...', 'KIA ‘람사르데이’ 김형수 습지학회장 시구'}",1
2019.05.26,"{'KIA에 웃고 울고…주간 3승3패에도 씁쓸한 KT', ""'피로감 호소' KIA 터커, KT전 선발 제외... 안치홍 전진배치"", ""[야구전광판] '양현종 완벽투' KIA 파죽의 6연승, LG·삼성은 역전승"", 'KIA, KT 3연전 싹쓸이…691일 만에 파죽의 7연승', ""[사진]신유,'KIA 타이거즈 승리 기원 시구'"", ""날개 단 호랑이 KIA, 691일 만에 7연승 '파죽지세'"", ""'신구조화' 확 달라진 KIA, 중위권 판도 뒤흔든다 [천일평의 야구장 가는 길]"", ""[사진]이강철 감독,'KIA 강하네'"", '기아차 광주·전남본부, 담양 장애인단체와 봄 나들이', '프로야구, KIA 타이거즈 7연승...KT에 17-5 승', 'KIA ‘파죽의 7연승’', 'KIA 김윤동, 어깨 관절와순 손상…2~3개월 재활', '달라진 KIA, kt 잡고 7연승 행진', ""'타선 폭발' KIA, KT에 17-5 완승…7연승 질주"", '트로트가수 신유, 26일 광주 기아 챔피언스필드서 시구 이벤트', 'J1P 미쓰에이 출신 민, K타이거즈 E&C 계약 체결', ""KIA 키스톤 콤비 '병살 연결'"", '미쓰에이 출신 민, K타이거즈 E&C서 새 출발', 'KIA, 691일 만에 7연승 질주…SK·두산 나란히 승리(종합)', '7연승 하이파이브 KIA', '[SC히어로]KIA 윌랜드 4승 성공 ""공격적 피칭 주효""', ""[★리뷰] '누가 우리를 막을쏘냐' KIA, KT마저 잠재웠다... 7연승 질주"", ""'17점 폭발' KIA, 절정의 타격감!…거침없이 7연승"", '기아차 광주전남본부 장애인과 봄 나들이', '[SC현장리뷰]20안타 폭발 KIA 7연승, 윌랜드 시즌 4승', ""'화끈하게 터졌다' KIA, KT에 17-5승"", '[프로야구] 양현종, 8이닝 완벽투…KIA, kt 제압하고 6연승', '[정오의 프리뷰] KIA 7연승 도전, 4개 구장은 위닝시리즈 경쟁', 'KIA 7연승… 5타점 박찬호 ""형들 타격감 살아났다""'}",1
2019.05.27,"{'한화, 28~29일 KIA전서 프로모션데이 진행', ""[2019 프로야구 순위] 삼성라이온즈-KIA타이거즈 '한화 긴장해'"", '7연승 신바람 살린 KIA, 중위권 도약 할까', ""'2019 미스 춘향 진' 황보름별, 31일 KIA 홈경기 승리 기원 시구"", '‘7연승’ KIA 홍건희, 한화 장민재와 맞대결…린드블럼 8승 도전', '‘환골탈태’ KIA ""이젠 중위권 정조준""', 'KIA 날고 삼성 뛰니 맥빠졌던 순위경쟁에 활기가…하위권발 폭풍, 새 판도 형...', 'KIA 타이거즈, 31일 키움 전 ‘미스 춘향 진’ 황보름별 승리기원 시구', '감독 바뀌니 다르네… ‘9G 8승 1패’ 180도 바뀐 KIA', '반등 성공한 KIA, 중위권 싸움은 소용돌이', '[프로야구전망대] 삼성·KIA 명가의 반등…중위권 혼전 가속화', '‘9G 8승1패’ KIA, 신바람 남행열차…다시 달리는 호랑이', ""'[SC핫포커스]'5월 반등 약속' KIA 강팀급 투타 밸런스, 잊지 말아야 할 3~4월"", ""맹수가 된 호랑이, '진격의 KIA' 중위권 판도 뒤흔들까"", ""[야구전광판] '거침없는 7연승' KIA, 이제 중위권 바라본다"", '김기태 감독 사퇴 뒤 7연승 반등…KIA, 대행 체제 효과?', '기아의 반등…김기태 전 감독 ‘충격요법’ 통했나', ""감독 바뀐 KIA, '7연승' 쾌속질주…중위권 판도 위협한다"", ""'한 끗 차 순위' KIA-롯데, 분위기는 극과 극"", ""[SC프리뷰]'열흘만에 또 대전' KIA, 홍건희 앞세워 8연승 할까?"", '싱싱볼 던지는 KIA 젊은 불펜...10년 묵은 숙원 해결하나', 'KIA 7연승 꿀꺽… 그래도 배고프다', ""[풀카운트] '100억 타자' 최형우 부활, 다시 강해진 KIA"", ""[SC현장분석]KIA 2년만에 7연승, 사령탑 교체와 경기력 회복 '묘한 타이밍'"", '최강 기아! 화이팅!', '아시안타이거즈코리아, 창립 35주년 기념행사 성료', 'KIA 박찬호 ""고의낙구? 심판이 맞다면 맞는 거죠"" [★인터뷰]', '[초점]이 KIA가 그 KIA 맞아?···중위권 진입 청신호', '타율 6위 & 도루 4위...박찬호, KIA 신바람 이끄는 만능 복덩이', '`7연승` 파죽지세 KIA, 이제 6위까지 넘본다'}",1
2019.05.28,"{""감독 바꾼 KIA의 반등 '정상화'"", '기아, 거침없는 연승', '기아 김기태 감독 사퇴 ""송구합니다""', ""다시 뛰는 ‘타이거즈의 심장’ 양현종 '진격의 호랑이' 등에 날개 달까?"", '[SC현장속보]팀 타선 야속해! KIA 홍건희 시즌 2승 다음 기회에, 한화전 6이닝...', ""'장민재 8이닝 무실점' 한화, KIA 8연승 저지"", '[위클리 프리뷰] ‘올라갈 팀?’ 삼성·KIA 상승세 유지할까', '‘롯데,6·5·7·7연패…또 2연패’ KIA, 감독 교체 뒤 8승1패', ""[SC인&아웃]KIA '파이어볼러' 한승혁 마운드 복귀 초읽기, 이번주 라이브피칭..."", ""[SC현장리뷰]한화 장민재 인생투+'득녀' 호잉 결승타, KIA 8연승 무산"", '기아타이거즈, 다시 살아날 수 있을까', '‘미스 춘향’ 진 황보름별, 31일 KIA 홈경기 승리 기원 시구', ""[SC핫포커스]'신바람 7연승' KIA, 더 높게 날려면 '4~5선발 안정화' 숙제 풀어..."", '역투하는 기아 홍건희', ""'프로야구 7연승' KIA, 박흥식 감독대행 체제로 살아나나"", ""[야덕일지] 'UTU'? KIA와 박찬호의 운명적인 7연승"", '이대진 코치 기아타이거즈 떠난다...사의 수용', '잘나가는 KIA·삼성…중위권 판도 확 바꿀까', '대전서 시작된 KIA의 7연승, 다시 온 대전서 마침표', 'KIA 마운드, 선발·구원간 선순환 구조…""활력 생겼다""', '[SC현장속보]한화 장민재, 데뷔 후 최다이닝+최다 탈삼진…KIA전 8이닝 9K 무...', '역투하는 KIA 홍건희', ""'장민재 8이닝 무실점 9K' 한화, KIA 2-0으로 꺾고 2연패 탈출"", '기아, 신바람 7연승...같은 팀 맞아?', '기아타이거즈, 총괄코치 제도 폐지...코치진 개편', '김기태 감독 사퇴 후 ‘8승1패’…KIA, 2014년 LG 재현하나?'}",1
2019.05.29,"{'KIA 화수분 야구 ‘신호탄’ 쐈다', '김선빈 2루행 & 평균 26세...박찬호 효과, KIA 내야진 지각변동', '아웃되는 KIA 김선빈', 'KIA 터너, 9회 김선빈-최형우 아쉬운 수비로 첫 완봉 놓쳐…한화전 1실점 완투...', '[SC현장속보]타선이 야속해! 한화 채드 벨 KIA전 8이닝 3실점 QS…시즌 6승 실...', '마운드 홀로 책임진 KIA 터너 “팀 에너지 넘쳐, 승리만 집중” [현장인터뷰]', ""'4연승' 두산, SK 밀치고 일주일만에 선두 복귀…KIA 터너, 첫 완투승(종합)"", '하루 만에 원위치된 KIA 내야진 外', ""'터너 완투승' KIA, 한화 제압…전날 패배 설욕"", ""[SC현장분석]'한국야구 적응 끝' KIA 터너 완투승X'수요일의 사나이' 김주찬 ..."", '3대1 승리한 KIA 타이거즈', '김선빈의 파격 ‘2루 외출’, 변화 중인 KIA의 장기적 밑그림', '‘연승 후유증 0O’ 효율적 야구 앞세운 KIA의 연패는 없다', ""[SC현장속보]KIA 안치홍, 한화 채드벨 상대로 시즌 2호 홈런 '쾅!'"", 'KIA 중위권 도약, 2주간 강팀과 대결이 좌우한다 [천일평의 야구장 가는 길]', '[SC현장속보]\'시즌 첫 완봉승\' KIA 터너 ""볼 배합 최대한 섞어 타자 밸런스 붕...', ""[야구전광판] '장민재 완벽투' 한화, KIA 8연승 저지…KT 4연패"", ""'터너 완투승+안치홍 홈런' KIA, 한화에 전날 패배 설욕"", '[대전 게임노트] 터너 10K 완투승! KIA, 한화 꺾고 시리즈 1승 1패', '7연승 마감 KIA, 박흥식 감독대행 “오늘 중요하다” 강조한 이유', ""KIA 타이거즈 '응원의 사회학'"", '마운드 안정세 KIA...한승혁, 임기영 등 지원군들 현재 상태는', '중요한 일전 잡은 KIA, 박흥식 “이길 수 있는 힘 보여줘”', '[프로야구]기아타이거즈 터너, 한화이글스 상대 KBO리그 입성 후 첫 완투승', '[SC인&아웃]10년 만에 2루수 본 KIA 김선빈 유격수 복귀, 한화 채드벨 맞춤형...', '제17ㆍ18기 광주-기아 챔피언스 필드 투어의 현장', '투타 예비역 대거 돌아온다...젊은 KIA 가속화 예고', '1루 안치홍·2루 김선빈·유격수 박찬호… KIA 혁신 기대', '역투하는 KIA 터너', ""[SC핫포커스]'충격요법'은 오래가지 않는다, '5강' 원하는 KIA에 중요한 건 지...""}",1
2019.05.30,"{'버텨낸 5이닝, 데뷔 첫승 KIA 차명진 “보직 무엇이든 보탬되고파”', '두산전 4연패 끊은 삼성, 한화와 공동 6위…KIA는 8위 도약(종합)', '차명진·터커 콜라보, KIA 타이거즈 4연속 위닝시리즈', ""'터너타임' 이제 시작... 미운오리에서 백조로 변신한 KIA 터너"", 'KIA의 현재-미래 동시잡기, 박흥식 감독대행이 발견한 희망', '[SC현장속보]KIA 차명진 프로 데뷔승 보인다, 한화전 5이닝 1실점 호투', ""'차명진 첫 승+김주찬 2타점' KIA, 한화 꺾고 위닝시리즈"", '[스포츠타임 시선]색깔 확실해진 KIA 야구, 선수들이 답할 차례', '[SC인&아웃]한화 김태균 30일 KIA전 선발출전, 송광민 대신 김회성 3루수 기용', ""[SC핫포커스]'예비 FA' 김선빈-안치홍 희생하면 몸값 오를까? KIA 이상적인 내..."", '[SC현장속보]야속한 팀 타선! 한화 김범수, KIA전 6이닝 3실점에도 시즌 3승 ...', ""기아타이거즈 치어리더 출신 김맑음, 뾰로통한 표정으로 찰칵…'만화 여주인공..."", '프로야구, KIA 타이거즈 한화에 2연승...프로야구 순위', ""'차명진 데뷔 첫 승' KIA, 한화 꺾고 8위 도약"", '[SC핫포커스]4월 0.350→5월 0.296 KIA 박찬호 지쳤나? 박흥식 감독대행 ""이겨...', '코치만 바꿨을 뿐인데…확 달라진 KIA 마운드', '[프로야구] 터너 완투쇼…연승 끊겼던 KIA, 다시 승리에 시동', 'KIA 연승 원동력은 전남 학생들의 기운?', '‘일본킬러’ 꿈꾸는 KIA 하준영 “김경문 감독님이 저를 아실까요?” [MK인터...', '미스 춘향 진 황보름별, 31일 KIA 홈경기서 시구...', '[프로야구] KIA 터커, KBO리그 데뷔 첫 홈런 폭발', 'KIA 7연승 효과일까…평균 홈 관중수 점차 상승', ""[SC현장분석]'히트상품' 박찬호 슈퍼캐치, '입단동기' 차명진 살리고 KIA까지..."", ""'펄펄 난' KIA 제이콥 터너, 삼진 10개·시즌 첫 완투승""}",1
